ticket_id,created_date,resolved_date,category,sub_category,priority,status,subject,description,resolution,product_service,department,satisfaction_rating,time_to_resolution_hours,text_length
TKT-18071,2024-11-16,2024-11-18 04:12:00,Database,Backup,Medium,Closed,Backup verification needed for compliance audit,our compliance team needs verification that database backups are working and restorable. audit is next week. can we do a test restore? this is affecting my productivity but not a total blocker. thanks in advance.,Performed full test restore of production database to isolated environment. Verified data integrity with checksums and row counts matching production. Documented results with timestamps for compliance audit.,PostgreSQL,Executive,2.0,52.2,212
TKT-18072,2024-11-19,2024-11-19 06:24:00,Network,Slow Connection,High,Closed,File transfers to network drive extremely slow,"hi it, copying files to the shared network drive is taking forever. a 50mb file takes over 10 minutes when it used to take seconds. only affects the s: drive, other mapped drives are fine. i'm working remotely today if that matters. i already tried restarting my computer. this is blocking my work completely — i can't proceed without this fixed.","The file server hosting S: drive had a degraded RAID array causing heavy I/O latency. Replaced failed disk, rebuilt array, and performance returned to normal. Transfer speeds back to 100MB/s+.",Aruba ClearPass,Customer Support,5.0,6.4,346
TKT-18073,2025-06-01,2025-06-01 04:48:00,Hardware,Printer,Critical,Closed,Color printing not working,"hello, when i print, everything comes out in black and white even though i have color selected in print settings. need color for a presentation i'm printing for a client meeting tomorrow. it was working fine until last friday. restarting the application didn't fix it. the entire team is blocked and cannot work. this is a p1 emergency. cheers.",Print policy was restricting color printing for user's group. Updated group policy to allow color printing. Also replaced low cyan cartridge that would have caused color issues. Test color print successful.,HP ZBook Fury,Procurement,4.0,4.8,344
TKT-18074,2023-06-07,2023-06-07 21:00:00,Database,Performance,Low,Resolved,Database queries extremely slow,"our elasticsearch database queries that used to take seconds are now taking 3-5 minutes. reports are timing out. the database hasn't changed — same queries, same data volume approximately. i tried logging out and back in. this can wait — just wanted to log it so it doesn't get forgotten. cheers.",Database statistics were severely outdated — hadn't been refreshed in 3 months. Rebuilt indexes on key tables and updated statistics. Query execution times dropped from minutes back to seconds.,Elasticsearch,Human Resources,5.0,21.0,296
TKT-18075,2024-02-27,2024-02-27 18:24:00,Hardware,Monitor,Low,Closed,External monitor not detected,plugged my external monitor into my hp zbook fury and it's not being detected at all. tried both hdmi and usb-c ports. the monitor works fine with my personal laptop. it's been like this since monday. low priority — happy to wait until your schedule allows. thanks.,Updated display drivers and installed missing USB-C DisplayPort Alt Mode driver. Monitor immediately detected after driver update. Configured as extended display per user preference.,HP ZBook Fury,Finance,4.0,18.4,265
TKT-18076,2023-12-05,2023-12-09 10:36:00,Software,Update,Low,Resolved,Need to update all machines before compliance deadline,"hello support, security audit requires all workstations to be on the latest os patch by end of month. we have about 50 machines in executive that still need the update. i first saw this issue this morning. low priority — happy to wait until your schedule allows. thanks in advance.",Created WSUS deployment group for affected machines. Pushed required patches with forced installation deadline. 48 of 50 machines updated successfully. Remaining 2 needed manual intervention due to disk space — cleaned up and patched.,Visual Studio Code,Product,1.0,106.6,281
TKT-18078,2025-05-04,2025-05-09 08:48:00,Access/Permissions,Permission Request,Low,Closed,Remove access for departed employee,"good morning, jennifer patel left the company last friday. please disable their account and remove all access immediately. they had access to ping identity and the executive shared drive. this started happening yesterday. i've rebooted twice, no change. this is a minor inconvenience, not urgent at all.","Disabled AD account, revoked all application access, removed from all security groups, and forwarded email to manager for 30 days. Followed offboarding checklist. All access confirmed removed.",Ping Identity,Finance,4.0,128.8,303
TKT-18080,2025-09-13,2025-09-15 16:18:00,Hardware,Desktop,Low,Closed,Need more RAM — computer too slow with current workload,my dell latitude 5540 only has 8gb ram and i regularly need to run dell latitude 5540 alongside multiple browser tabs and excel sheets. system grinds to a halt. can i get a ram upgrade?,Approved RAM upgrade request. Installed additional 16GB (2x8GB) matching existing spec. System now has 24GB total. User confirmed significant performance improvement with their typical workload.,Dell Latitude 5540,Executive,2.0,64.3,185
TKT-18081,2023-04-17,2023-04-23 14:36:00,Cloud/Infrastructure,Storage,Low,Closed,Storage volume running out of space,"hey, the /data volume on our production server is at 94% capacity. growing about 5gb per day. need to expand before it fills up. this started happening yesterday. i cleared my browser cache but it didn't help. this is a minor inconvenience, not urgent at all.",Expanded EBS volume from 500GB to 1TB online — no downtime required. Extended the filesystem to use new space. Current usage now at 47%. Also implemented log rotation for the application logs that were the primary growth driver.,Docker,Executive,3.0,158.6,259
TKT-18082,2023-03-17,2023-03-17 13:24:00,Database,Performance,High,Closed,Database queries extremely slow,"our mysql database queries that used to take seconds are now taking 3-5 minutes. reports are timing out. the database hasn't changed — same queries, same data volume approximately. this has been going on for about a week now.",Database statistics were severely outdated — hadn't been refreshed in 3 months. Rebuilt indexes on key tables and updated statistics. Query execution times dropped from minutes back to seconds.,MySQL,Logistics,3.0,13.4,225
TKT-18083,2023-08-14,2023-08-14 04:48:00,Email/Communication,Teams,High,Closed,Teams notifications not working,"i'm not getting any teams notifications — no sounds, no pop-ups, nothing. people have been messaging me and i don't see it until i manually open teams. missing important messages. other people on my team are seeing the same thing. i've already missed one meeting because of this. please help urgently. thanks.",Windows Focus Assist was enabled and suppressing Teams notifications. Disabled Focus Assist and re-enabled Teams notification settings (which had been turned off). Also re-registered Teams in Windows notification system.,Exchange Online,Marketing,4.0,4.8,309
TKT-18084,2024-04-16,2024-04-16 17:24:00,Email/Communication,Calendar,High,Closed,Calendar showing wrong time zone,all my calendar events are showing up 3 hours off. a meeting at 10am shows at 1pm on my calendar. just got back from a business trip and it hasn't corrected itself. i asked a coworker and they don't have this problem. i have a client deliverable due in 2 hours and this is stopping me. cheers.,Outlook time zone was still set to the travel destination. Reset time zone to local in Outlook settings and Windows system settings. Calendar events now display at correct times.,Mailchimp,Product,2.0,17.4,293
TKT-18085,2024-11-05,2024-11-05 05:12:00,Network,Firewall,High,Closed,Firewall blocking legitimate traffic,"since the firewall update last night, our ci/cd pipeline is broken. jenkins can't reach our artifact repository. getting connection timeouts on port 8081. other people on my team are seeing the same thing. i've already missed one meeting because of this. please help urgently. let me know if you need more info.",Last night's firewall rule update accidentally removed the exception for the artifact repository. Restored the rule and added it to the protected rules list to prevent accidental removal.,pfSense,Finance,4.0,5.2,311
TKT-18086,2024-10-21,2024-10-23 13:36:00,Network,VPN,Medium,Closed,Cannot connect to VPN from home,"hi there, i'm trying to connect to the company vpn from my home network but it just times out. getting err_cert_authority_invalid when i try to connect. was working fine yesterday. i'm working remotely today if that matters. this is slowing me down but i can work around it for now. cheers.",User's ISP was blocking UDP port 4500 needed for VPN. Switched VPN profile to TCP/443 fallback mode. Connection established successfully.,Cisco AnyConnect,Human Resources,4.0,61.6,290
TKT-18088,2023-04-15,2023-04-16 12:00:00,Network,DNS,Medium,Closed,DNS returning wrong IP for internal service,when i nslookup our cisco anyconnect server it returns a different ip than what it should be. i think someone changed it but now the app is broken because it's pointing to the old decomissioned server. it was working fine until last friday. i asked a coworker and they don't have this problem. would appreciate a fix when you get a chance — moderately impactful.,Found stale DNS record pointing to decommissioned host. Updated A record with correct IP address and flushed DNS caches on affected machines. Service now resolving correctly.,Cisco AnyConnect,Marketing,3.0,36.0,362
TKT-18089,2024-06-08,2024-06-14 23:48:00,Network,VPN,Low,Resolved,VPN certificate expired,getting a certificate error when trying to connect to vpn. message says the security certificate has expired or is not yet valid. can't connect at all. this has been going on for about a week now. whenever you get a chance — low priority for me.,Renewed the client VPN certificate and pushed updated certificate bundle to user's machine via MDM. VPN connection restored.,Aruba ClearPass,Product,2.0,167.8,245
TKT-18090,2024-04-20,2024-04-26 15:00:00,Access/Permissions,Permission Request,Low,Closed,Need admin access to Ping Identity,"hey team, i need administrator access to ping identity for my new role as team lead. i need to be able to manage user accounts and configure project settings. manager approved. i've rebooted twice, no change. this is a minor inconvenience, not urgent at all. thanks.",Added user to Ping Identity admin role after verifying approval chain. User now has administrative access. Provided brief walkthrough of admin panel capabilities.,Ping Identity,Executive,2.0,159.0,266
TKT-18091,2023-01-03,2023-01-05 09:30:00,Software,Installation,Low,Closed,Need SAP ERP installed on new machine,"hi there, just got my new laptop and i need sap erp installed for my role. i had it on my old machine. license key should still be valid — it's a per-user license. this has been going on for about a week now. appreciate the help.","Deactivated license on old machine, installed SAP ERP on new laptop, and activated with existing license key. Verified application launches and user's settings were migrated.",SAP ERP,IT,5.0,57.5,229
TKT-18093,2025-10-11,2025-10-11 21:48:00,Hardware,Peripheral,High,Resolved,Webcam poor quality in calls,my built-in webcam makes me look like a pixelated blob in video calls. people keep asking me to turn my camera off because it's distracting. can i get an external webcam? multiple people on my team are affected and we're all blocked. let me know if you need more info.,"Deployed Logitech C920 external webcam to user. Installed drivers, configured as default video device in Teams/Zoom. Video quality confirmed as significantly improved in test call.",HP ZBook Fury,Logistics,3.0,21.8,268
TKT-18094,2025-05-07,2025-05-07 01:48:00,Cloud/Infrastructure,Service Outage,Critical,Closed,Production service completely down,"hello support, our customer-facing azure virtual machines application is completely down. users getting 503 errors. multiple teams reporting issues. started about 15 minutes ago. i first saw this issue this morning. i checked and my internet connection seems fine. cheers.",Root cause: expired TLS certificate on the load balancer. Renewed certificate and installed on all load balancer nodes. Service restored within 20 minutes of escalation. Implemented certificate expiry monitoring to alert 30 days before expiration.,Azure Virtual Machines,Product,5.0,1.8,272
TKT-18095,2023-12-28,2023-12-30 18:18:00,Email/Communication,Calendar,Medium,Closed,Calendar showing wrong time zone,"good morning, all my calendar events are showing up 3 hours off. a meeting at 10am shows at 1pm on my calendar. just got back from a business trip and it hasn't corrected itself. i'm in building c if someone needs to come look at it. i checked and my internet connection seems fine. this is affecting my productivity but not a total blocker. thanks in advance.",Outlook time zone was still set to the travel destination. Reset time zone to local in Outlook settings and Windows system settings. Calendar events now display at correct times.,Zoom,Product,1.0,66.3,360
TKT-18096,2025-02-27,2025-02-27 04:42:00,Network,VPN,Critical,Closed,VPN two-factor authentication not working,"hello support, i can enter my vpn password but when it asks for the 2fa code from my authenticator app, it keeps saying invalid. i've verified the time on my phone is correct. we have an sla breach in 30 minutes if this isn't resolved. thanks in advance.",Re-synced user's TOTP seed in the authentication server. Old seed had drifted. Generated new QR code for user to re-enroll in authenticator app. 2FA now working.,Cisco AnyConnect,Legal,2.0,4.7,254
TKT-18097,2024-10-31,2024-10-31 19:12:00,Email/Communication,Teams,High,Closed,Can't join Teams meeting — error,clicking on teams meeting links gives me an error saying 'something went wrong.' can't join any meetings. tried both the app and the browser — same error. other people on my team are seeing the same thing. i tried the usual troubleshooting steps. multiple people on my team are affected and we're all blocked. let me know if you need more info.,"Teams cache was corrupted. Cleared Teams cache folder (%appdata%/Microsoft/Teams), restarted the application, and re-signed in. Meeting join now works from both app and browser.",Microsoft Teams,Product,3.0,19.2,344
TKT-18098,2025-02-10,2025-02-10 15:24:00,Network,VPN,High,Closed,Cannot connect to VPN from home,"hello, i'm trying to connect to the company vpn from my home network but it just times out. getting 0x800706ba when i try to connect. was working fine yesterday. i noticed this after the last update. i tried logging out and back in. multiple people on my team are affected and we're all blocked. thanks.",User's ISP was blocking UDP port 4500 needed for VPN. Switched VPN profile to TCP/443 fallback mode. Connection established successfully.,Palo Alto GlobalProtect,Executive,4.0,15.4,303
TKT-18101,2025-03-12,2025-03-12 13:42:00,Network,Firewall,High,Closed,Application blocked by firewall,"hi it, i need to access ubiquiti unifi but i'm getting a connection refused error. i think the firewall might be blocking it. the vendor says we need to allow outbound traffic on port 8443. i tried logging out and back in. thanks in advance.",Added firewall rule to allow outbound TCP/8443 to the vendor's IP range. Verified connectivity from user's workstation. Application now connects successfully.,Ubiquiti UniFi,Sales,3.0,13.7,241
TKT-18102,2023-07-07,2023-07-08 07:30:00,Software,License,Medium,Closed,License key not accepted,"hey team, i'm entering the license key for slack exactly as provided but it keeps saying 'invalid license key.' triple-checked the key for typos. copied and pasted it directly. this started happening yesterday. not blocking me completely but i'd like this fixed today if possible. appreciate the help.",License key was for a different product edition than what was installed. Provided correct key matching the installed edition. Activation successful.,Slack,Human Resources,3.0,31.5,301
TKT-18103,2025-11-18,2025-11-19 19:24:00,Hardware,Peripheral,Medium,Closed,Docking station not recognizing devices,"hey team, my docking station stopped recognizing my external monitors and usb devices when i dock my laptop. was working fine last week. undocking and redocking doesn't help. i've rebooted twice, no change.",Docking station firmware was outdated and incompatible with recent laptop BIOS update. Updated dock firmware to latest version and power-cycled the dock. All peripherals now recognized correctly.,MacBook Pro M3,Human Resources,3.0,43.4,206
TKT-18104,2025-06-13,2025-06-19 11:24:00,Email/Communication,Distribution List,Low,Closed,Not receiving emails sent to distribution list,"hello support, i was added to the it-all distribution list last week but i'm not receiving any of the group emails. checked spam/junk — nothing there either. not super urgent but it's getting annoying. low priority — happy to wait until your schedule allows. appreciate the help.",User was added to the group but their mailbox had a full inbox rule that was routing group emails to a folder they weren't checking. Also confirmed DL membership was active. Adjusted rule and confirmed delivery.,Zoom,Procurement,1.0,155.4,279
TKT-18105,2025-09-24,2025-09-25 07:42:00,Hardware,Laptop,Medium,Closed,Laptop won't turn on,"hey, my dell optiplex 7010 won't power on at all. no lights, no fan, nothing happens when i press the power button. was working fine when i shut it down yesterday. i tried the usual troubleshooting steps. this is slowing me down but i can work around it for now.",Performed hard reset by removing battery and holding power button for 30 seconds. Reseated RAM and power connection. Laptop powered on — diagnostics show battery was fully depleted due to BIOS update pending. Charged and verified stable.,Dell OptiPlex 7010,Human Resources,3.0,31.7,262
TKT-18108,2025-02-22,2025-02-22 06:36:00,Access/Permissions,Password Reset,Critical,Resolved,Password expired while on vacation,"was on vacation for 2 weeks and my password expired while i was away. can't log in to reset it because the old password doesn't work and the new one hasn't been set. this started happening yesterday. i've rebooted twice, no change. the entire team is blocked and cannot work. this is a p1 emergency. appreciate the help.",Reset password via admin console. Extended password expiration policy for users on extended leave to prevent this issue. User logged in and set new permanent password.,Azure AD,Operations,3.0,6.6,320
TKT-18109,2025-01-05,2025-01-09 13:54:00,Access/Permissions,New Account,Low,Resolved,Intern accounts needed for summer program,"hi it, we have 8 summer interns starting june 1st across procurement. they each need basic accounts with email, internet access, and onelogin. here's the list of names. i noticed this after the last update. this is a minor inconvenience, not urgent at all. regards.",Batch-created 8 intern accounts with September 1st expiration. Provisioned email and basic application access for all. Generated credential sheets for each intern. Sent to HR coordinator for distribution.,OneLogin,Research,2.0,109.9,265
TKT-18110,2025-05-13,2025-05-13 02:12:00,Cloud/Infrastructure,Deployment,Critical,Resolved,Need to rollback last deployment,the deployment we pushed an hour ago has a critical bug — users are seeing incorrect data. need to roll back to the previous version immediately. this started happening yesterday. i already tried restarting my computer. this is completely blocking production — we are losing revenue every minute.,Rolled back to previous container image tag via Kubernetes rollout undo. Service restored to last known good version within 2 minutes. Verified data integrity post-rollback. Development team investigating the bug before next deployment.,Amazon S3,Product,4.0,2.2,296
TKT-18111,2025-11-04,2025-11-09 07:48:00,Network,VPN,Low,Closed,VPN two-factor authentication not working,"i can enter my vpn password but when it asks for the 2fa code from my authenticator app, it keeps saying invalid. i've verified the time on my phone is correct. no rush on this — just flagging it when you have time.",Re-synced user's TOTP seed in the authentication server. Old seed had drifted. Generated new QR code for user to re-enroll in authenticator app. 2FA now working.,pfSense,Product,3.0,127.8,215
TKT-18114,2023-11-07,2023-11-09 01:30:00,Access/Permissions,New Account,Low,Closed,New employee needs account setup,"we have a new hire starting in research on monday — priya müller. they need a full account setup: email, vpn, onelogin access, and building badge. i'm working remotely today if that matters. i tried logging out and back in. cheers.","Created AD account, provisioned email and calendar, set up VPN access, granted OneLogin license, and submitted badge request to facilities. Welcome email with credentials sent to manager for distribution on start date.",OneLogin,Logistics,3.0,49.5,231
TKT-18115,2024-12-15,2024-12-15 15:30:00,Access/Permissions,Account Lockout,High,Resolved,Service account keeps locking out,the service account svc-reporting keeps getting locked out causing our automated reports to fail. it's locking out every 2-3 hours. no one is manually using this account. this is only happening on my machine. i already tried restarting my computer. this is causing significant disruption to my team's work today. let me know if you need more info.,Traced lockout source to a decommissioned server still running scheduled tasks with this service account. Disabled the tasks on the old server and reset the service account password on all legitimate hosts. Lockouts resolved.,Okta,Logistics,2.0,15.5,347
TKT-18116,2023-05-02,2023-05-02 04:00:00,Hardware,Monitor,High,Closed,Need additional monitor for dual setup,"hello support, i'd like to request a second monitor for my workstation. i work with spreadsheets and our hp elitebook 840 dashboard simultaneously and constantly switching between them is killing my productivity. manager ok'd it. i tried the usual troubleshooting steps. cheers.","Approved and deployed 27-inch monitor to user's workstation. Installed monitor arm, connected via DisplayPort, and configured dual display layout. User confirmed setup works for their workflow.",HP EliteBook 840,Sales,4.0,4.0,278
TKT-18117,2023-04-23,2023-04-28 15:24:00,Network,Slow Connection,Low,Resolved,Latency spikes during video calls,"every teams/zoom call i'm on has terrible quality. audio cuts out, video freezes. my ping to 8.8.8.8 shows spikes up to 800ms every few seconds. i tried the usual troubleshooting steps. low priority — happy to wait until your schedule allows. let me know if you need more info.",User's ethernet port was configured for half-duplex due to a port configuration error. Changed to auto-negotiate full-duplex. Latency stabilized at 12ms with no more spikes.,Palo Alto GlobalProtect,Product,3.0,135.4,277
TKT-18119,2025-05-01,2025-05-01 20:06:00,Database,Performance,High,Closed,Database CPU at 100% during business hours,"hey team, the production database server is pegged at 100% cpu from about 9am to 5pm. everything slows to a crawl. only happens on weekdays. i'm working remotely today if that matters. i tried logging out and back in. this is blocking my work completely — i can't proceed without this fixed. let me know if you need more info.",Identified a poorly optimized report query running every 15 minutes that was doing full table scans. Added appropriate indexes and rewrote the query to use them. CPU usage dropped from 100% to 35% during peak hours.,Amazon RDS,Sales,4.0,20.1,326
TKT-18121,2025-09-29,2025-09-29 14:24:00,Software,Crash,High,Resolved,Application crashing with 0x800706BA,"getting 0x800706ba crash every time i try to use the export function in salesforce. stack trace points to a null reference. this just started happening after the latest update. this is only happening on my machine. i've rebooted twice, no change. i've already missed one meeting because of this. please help urgently.",Confirmed bug introduced in latest update. Rolled back to previous version and applied vendor's hotfix patch. Export function now working. Monitoring for next stable release.,Salesforce,Procurement,2.0,14.4,317
TKT-18122,2025-11-12,2025-11-13 17:06:00,Access/Permissions,New Account,Medium,Closed,Intern accounts needed for summer program,"good morning, we have 8 summer interns starting june 1st across marketing. they each need basic accounts with email, internet access, and onelogin. here's the list of names. this is slowing me down but i can work around it for now. please advise.",Batch-created 8 intern accounts with September 1st expiration. Provisioned email and basic application access for all. Generated credential sheets for each intern. Sent to HR coordinator for distribution.,OneLogin,Marketing,4.0,41.1,246
TKT-18123,2025-12-19,2025-12-19 09:54:00,Hardware,Printer,High,Resolved,Need to set up scanning to email,i need the copier/scanner in hq to be able to scan documents directly to my email. currently i have to scan to usb which is really inconvenient. this is blocking my work completely — i can't proceed without this fixed. cheers.,Configured scan-to-email on the MFP with user's email address. Set up SMTP relay through our mail server. Tested scanning — document arrived in user's inbox within 30 seconds.,Lenovo ThinkCentre M90q,Sales,4.0,9.9,226
TKT-18124,2025-01-04,2025-01-04 09:54:00,Security,Suspicious Activity,High,Closed,Unauthorized access attempts in logs,"hi it, we're seeing hundreds of failed login attempts against our sentinelone admin portal. all from different ip addresses. started about 2 hours ago. i first saw this issue this morning. multiple people on my team are affected and we're all blocked.",Credential stuffing attack in progress. Enabled rate limiting and CAPTCHA on the admin portal. Blocked the attacking IP ranges at the WAF. Confirmed no successful logins from the attack IPs. Rotated admin passwords as precaution.,SentinelOne,Engineering,3.0,9.9,251
TKT-18125,2023-03-04,2023-03-05 00:06:00,Access/Permissions,Password Reset,Low,Closed,Forgot my password,"hi there, i forgot my password over the long weekend and now i can't log in. already tried the self-service reset but it says my security questions don't match. can someone reset it for me? i tried logging out and back in. low priority — happy to wait until your schedule allows. please advise.",Verified user identity through manager confirmation and employee ID. Reset password and set it to force change on next login. Also updated security questions for future self-service resets.,Ping Identity,Operations,3.0,24.1,294
TKT-18126,2025-01-16,2025-01-17 23:36:00,Hardware,Monitor,Medium,Resolved,External monitor not detected,"hello support, plugged my external monitor into my dell latitude 5540 and it's not being detected at all. tried both hdmi and usb-c ports. the monitor works fine with my personal laptop. i noticed this after the last update. i've rebooted twice, no change. this is slowing me down but i can work around it for now.",Updated display drivers and installed missing USB-C DisplayPort Alt Mode driver. Monitor immediately detected after driver update. Configured as extended display per user preference.,Dell Latitude 5540,Executive,3.0,47.6,314
TKT-18127,2025-12-13,2025-12-13 22:00:00,Access/Permissions,Permission Request,Medium,Closed,Can't access Ping Identity after role change,"hey team, i changed roles from research to engineering last week but i still can't access the engineering tools. hr says they updated my role in the system. i tried logging out and back in. this is slowing me down but i can work around it for now. thank you.","HR had updated the role but the provisioning sync hadn't run. Manually triggered the identity sync, which updated group memberships. User now has access to all engineering resources. Removed old department access.",Ping Identity,Legal,2.0,22.0,258
TKT-18128,2025-01-09,2025-01-11 04:54:00,Email/Communication,Teams,Low,Closed,Can't join Teams meeting — error,clicking on teams meeting links gives me an error saying 'something went wrong.' can't join any meetings. tried both the app and the browser — same error. i first saw this issue this morning. i checked and my internet connection seems fine. whenever you get a chance — low priority for me.,"Teams cache was corrupted. Cleared Teams cache folder (%appdata%/Microsoft/Teams), restarted the application, and re-signed in. Meeting join now works from both app and browser.",Proofpoint,Operations,3.0,52.9,289
TKT-18129,2023-08-06,2023-08-06 08:54:00,Software,Compatibility,Low,Closed,Legacy app not working on Windows 11,"hey, our department relies on confluence which is an older application. since upgrading to windows 11, it won't launch at all. we need this app daily — there's no replacement yet. this is only happening on my machine. i asked a coworker and they don't have this problem. low priority — happy to wait until your schedule allows. thanks in advance.",Configured application to run in Windows 8 compatibility mode with admin privileges. Also installed legacy .NET Framework 3.5 component. Application now launches and functions correctly.,Confluence,Finance,4.0,8.9,346
TKT-18130,2024-05-09,2024-05-09 07:48:00,Hardware,Laptop,Medium,Closed,"Laptop extremely slow, takes 15 min to boot","hey team, my laptop has been getting slower and slower over the past month. now it takes about 15 minutes from pressing power to being able to actually open anything. task manager shows disk at 100% constantly. this has been going on for about a week now.","Ran diagnostics — hard drive had significant bad sectors and was failing (SMART status: predicted failure). Replaced HDD with SSD, cloned user data, and reimaged. Boot time now under 30 seconds.",Lenovo ThinkPad X1,Human Resources,5.0,7.8,255
TKT-10621,2024-09-10,,Email/Communication,Teams,Medium,In Progress,Need to create a new Teams channel for project,need a private teams channel created for project phoenix. should include about 20 members from engineering and engineering. need file sharing and a wiki tab. this has been going on for about a week now. i tried the usual troubleshooting steps. this is slowing me down but i can work around it for now. let me know if you need more info.,,Microsoft Outlook,IT,,,336
TKT-18132,2024-01-23,2024-01-23 04:30:00,Network,DNS,Medium,Resolved,Internal sites not resolving,"hello support, can't reach any *.internal.company.com addresses. browser shows err_name_not_resolved. external sites like google.com work fine. multiple people on the same floor affected. i cleared my browser cache but it didn't help. happy to work around this short-term but it needs to be addressed. regards.",Internal DNS server had stale zone file after failed zone transfer. Forced zone transfer from primary DNS and restarted the DNS service. Internal resolution working for all affected users.,Fortinet FortiGate,Operations,5.0,4.5,310
TKT-18133,2023-12-29,2024-01-01 02:18:00,Email/Communication,Teams,Low,Closed,Can't share screen in Teams,"hello support, when i try to share my screen in teams meetings, nothing happens. the sharing toolbar appears but my screen doesn't show up for others. they just see a black screen. i noticed this after the last update. this is a minor inconvenience, not urgent at all.",GPU hardware acceleration in Teams was conflicting with display driver. Disabled hardware acceleration in Teams settings and updated display driver. Screen sharing now works correctly.,Mailchimp,Sales,2.0,74.3,268
TKT-18134,2023-12-16,2023-12-22 00:30:00,Security,Suspicious Activity,Low,Resolved,Unauthorized access attempts in logs,"hey, we're seeing hundreds of failed login attempts against our sentinelone admin portal. all from different ip addresses. started about 2 hours ago. not urgent. please address when convenient.",Credential stuffing attack in progress. Enabled rate limiting and CAPTCHA on the admin portal. Blocked the attacking IP ranges at the WAF. Confirmed no successful logins from the attack IPs. Rotated admin passwords as precaution.,SentinelOne,Product,3.0,144.5,193
TKT-18135,2024-01-20,2024-01-24 17:06:00,Software,Update,Low,Closed,Need to update all machines before compliance deadline,"hello, security audit requires all workstations to be on the latest os patch by end of month. we have about 50 machines in research that still need the update. no rush on this — just flagging it when you have time. cheers.",Created WSUS deployment group for affected machines. Pushed required patches with forced installation deadline. 48 of 50 machines updated successfully. Remaining 2 needed manual intervention due to disk space — cleaned up and patched.,Slack,IT,3.0,113.1,222
TKT-18136,2023-06-27,2023-06-28 08:30:00,Network,Firewall,Medium,Closed,Suspicious outbound connections detected,our monitoring is showing unusual outbound connections from workstation marta anderson-pc to external ips on port 6667. flagging for review — could be malware or unauthorized software. this started happening yesterday. i cleared my browser cache but it didn't help. this is affecting my productivity but not a total blocker. cheers.,"Investigated the workstation and found an unauthorized IRC client installed by the user. Removed the software, blocked port 6667 at the firewall, and reported to security team for policy follow-up.",pfSense,Research,3.0,32.5,332
TKT-18137,2023-10-21,2023-10-21 08:42:00,Software,Crash,High,Closed,Jira freezes when opening large files,"every time i try to open a file larger than about 50mb in jira, the application freezes completely. have to force-close it from task manager. smaller files work fine. this started happening yesterday. appreciate the help.",Application was running in 32-bit mode with limited memory allocation. Switched to 64-bit version and increased JVM heap size to 4GB. Large files now open without freezing.,Jira,Procurement,4.0,8.7,221
TKT-18138,2025-12-17,2025-12-18 07:36:00,Cloud/Infrastructure,Deployment,Medium,Closed,CI/CD pipeline broken,"hello, our jenkins pipeline has been failing for the past 3 builds. error is in the docker build step — image won't build. blocking all deployments to staging and production. restarting the application didn't fix it. would appreciate a fix when you get a chance — moderately impactful.","Docker build was failing because base image tag 'latest' had been updated upstream with breaking changes. Pinned base image to specific version tag, fixed the dependency that broke, and rebuilt. Pipeline green again.",Kubernetes,Product,3.0,31.6,285
TKT-18140,2025-01-24,2025-01-25 23:48:00,Database,Access,Low,Closed,Database login failing with authentication error,"hi, i can't connect to the database anymore — getting 'login failed for user' error. my password hasn't changed and i was able to connect yesterday. i'm working remotely today if that matters. i've rebooted twice, no change. low priority — happy to wait until your schedule allows.",User's database account had expired per the 90-day rotation policy. Reset database password and reminded user of the rotation schedule. Also set up a reminder notification 7 days before next expiration.,Oracle DB,Legal,3.0,47.8,281
TKT-18141,2024-06-11,2024-06-11 12:30:00,Software,License,High,Closed,Jira license expired,"getting a message that my jira license has expired. can't use the software at all — it just shows the license expired dialog. i thought we had an enterprise agreement. other people on my team are seeing the same thing. i've rebooted twice, no change. multiple people on my team are affected and we're all blocked.",Enterprise license server had a sync issue and wasn't renewing client licenses. Resynced the license server and forced a license refresh on user's machine. Software now activated.,Jira,Human Resources,5.0,12.5,313
TKT-18142,2024-02-19,2024-02-25 00:36:00,Access/Permissions,Permission Request,Low,Closed,Remove access for departed employee,"good morning, wei williams left the company last friday. please disable their account and remove all access immediately. they had access to jumpcloud and the it shared drive. i first saw this issue this morning. this is a minor inconvenience, not urgent at all.","Disabled AD account, revoked all application access, removed from all security groups, and forwarded email to manager for 30 days. Followed offboarding checklist. All access confirmed removed.",JumpCloud,Legal,2.0,144.6,261
TKT-18143,2023-09-01,2023-09-01 06:18:00,Security,Malware,Critical,Closed,USB drive triggered security alert,"hi, plugged in a usb drive i got at a conference and my antivirus immediately flagged something. i ejected the drive right away. it's been like this since monday. production is down. all users affected. needs immediate escalation.","USB contained autorun malware that was caught by endpoint protection before execution. Quarantined threat, scanned system — clean. Confiscated USB drive for analysis. Reminded user about policy against using unknown USB devices.",Darktrace,IT,3.0,6.3,230
TKT-10623,2024-10-13,,Hardware,Laptop,Critical,Pending,Laptop overheating and shutting down,"hello support, my laptop keeps overheating — the fans run at full speed constantly and it shuts down randomly, i assume from heat. lost unsaved work twice this week. i first saw this issue this morning. i checked and my internet connection seems fine. all work has stopped. this needs to be fixed in the next hour.",,HP EliteBook 840,Marketing,,,314
